"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Wang L.; Zhang Y.; He M.","Wang, Lili (57188553277); Zhang, Yun (56050505500); He, Maolin (56050602600)","57188553277; 56050505500; 56050602600","Clinical predictors for the prognosis of myasthenia gravis","2017","BMC Neurology","17","1","77","","","","70","10.1186/s12883-017-0857-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018529955&doi=10.1186%2fs12883-017-0857-7&partnerID=40&md5=1800ca16aa9399ed5cb884b618826b3f","Capital Medical University, Department of Neurology, Beijing Shijitan Hospital, Beijing, 100038, China","Wang L., Capital Medical University, Department of Neurology, Beijing Shijitan Hospital, Beijing, 100038, China; Zhang Y., Capital Medical University, Department of Neurology, Beijing Shijitan Hospital, Beijing, 100038, China; He M., Capital Medical University, Department of Neurology, Beijing Shijitan Hospital, Beijing, 100038, China","L. Wang; Capital Medical University, Department of Neurology, Beijing Shijitan Hospital, Beijing, 100038, China; email: bitljq2012@163.com","","BioMed Central Ltd.","14712377","","BNMEC","28420327","English","BMC Neurol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85018529955"
"Khodabandeh Z.; Etebari M.; Aliomrani M.","Khodabandeh, Zohre (57604515800); Etebari, Mahmoud (35309980400); Aliomrani, Mehdi (57192946909)","57604515800; 35309980400; 57192946909","Study of the probable genotoxic effects of Zolone (Phosalone) exposure in mice bone marrow derived cells","2021","Genes and Environment","43","1","18","","","","8","10.1186/s41021-021-00191-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105970498&doi=10.1186%2fs41021-021-00191-5&partnerID=40&md5=87847d6deb968ad0d36cc583bf324246","Department of Pharmacology and Toxicology, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran; Department of Pharmacology and Toxicology, Isfahan Pharmaceutical Sciences Research Center, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran","Khodabandeh Z., Department of Pharmacology and Toxicology, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran; Etebari M., Department of Pharmacology and Toxicology, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran; Aliomrani M., Department of Pharmacology and Toxicology, Isfahan Pharmaceutical Sciences Research Center, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran","M. Aliomrani; Department of Pharmacology and Toxicology, Isfahan Pharmaceutical Sciences Research Center, School of Pharmacy and Pharmaceutical Sciences, Isfahan University of Medical Sciences, Isfahan, Iran; email: maliomrani@pharm.mui.ac.ir","","BioMed Central Ltd","18807046","","","","English","Genes Environ.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85105970498"
"Li Y.; Wang J.-W.; Chen Q.-H.; Wu R.-H.; Luo X.-Y.; He Z.-W.","Li, Yu (57214959553); Wang, Jing-Wen (57219374961); Chen, Qi-Hui (57201994174); Wu, Ruo-Hao (57195531666); Luo, Xiang-Yang (35180006900); He, Zhan-Wen (55637849900)","57214959553; 57219374961; 57201994174; 57195531666; 35180006900; 55637849900","Progressive encephalomyelitis with rigidity and myoclonus: a pediatric case report and literature review","2024","BMC Pediatrics","24","1","427","","","","0","10.1186/s12887-024-04899-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197463955&doi=10.1186%2fs12887-024-04899-5&partnerID=40&md5=b24d0a2954d6d1c115bf85b9b8e7e8f9","Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China; Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China","Li Y., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China; Wang J.-W., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China; Chen Q.-H., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China; Wu R.-H., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China; Luo X.-Y., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China; He Z.-W., Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China, Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University, Guangzhou, China","Z.-W. He; Department of Pediatrics, Sun Yat­sen Memorial Hospital, Sun Yat­sen University, Guangzhou, China; email: hezhanw@mail.sysu.edu.cn","","BioMed Central Ltd","14712431","","BPMEB","38961420","English","BMC Pediatr.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197463955"
"Cadegiani F.A.","Cadegiani, Flávio Adsuara (57148526800)","57148526800","Remission of severe myasthenia gravis after massive-dose Vitamin D treatment","2016","American Journal of Case Reports","17","","","51","54","3","14","10.12659/AJCR.894849","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959366445&doi=10.12659%2fAJCR.894849&partnerID=40&md5=6b2cf233bd5cc2021f80bb21a314c5c9","Endocrinology Unit, Corpometria, Brasilia, DF, Brazil","Cadegiani F.A., Endocrinology Unit, Corpometria, Brasilia, DF, Brazil","F.A. Cadegiani; Endocrinology Unit, Corpometria, Brasilia, Brazil; email: flaviounb@gmail.com","","Medical Science International","19415923","","","26822380","English","Am. J. Case Rep.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84959366445"
"Menon D.; Bril V.","Menon, Deepak (56180182800); Bril, Vera (57203867257)","56180182800; 57203867257","Pharmacotherapy of Generalized Myasthenia Gravis with Special Emphasis on Newer Biologicals","2022","Drugs","82","8","","865","887","22","58","10.1007/s40265-022-01726-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131085362&doi=10.1007%2fs40265-022-01726-y&partnerID=40&md5=4faf2a1cbf547093486b745aa62a5857","Department of Neurology, National Institute of Mental Health and Neurosciences, Bangalore, India; Ellen and Martin Prosserman Centre for Neuromuscular Diseases, University Health Network, 5EC-309, Toronto General Hospital, University of Toronto, 200 Elizabeth St, Toronto, M5G 2C4, Canada","Menon D., Department of Neurology, National Institute of Mental Health and Neurosciences, Bangalore, India; Bril V., Ellen and Martin Prosserman Centre for Neuromuscular Diseases, University Health Network, 5EC-309, Toronto General Hospital, University of Toronto, 200 Elizabeth St, Toronto, M5G 2C4, Canada","V. Bril; Ellen and Martin Prosserman Centre for Neuromuscular Diseases, University Health Network, 5EC-309, Toronto General Hospital, University of Toronto, Toronto, 200 Elizabeth St, M5G 2C4, Canada; email: vera.bril@utoronto.ca","","Adis","00126667","","DRUGA","35639288","English","Drugs","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85131085362"
"Mantegazza R.; Cordiglieri C.; Consonni A.; Baggi F.","Mantegazza, Renato (7007022015); Cordiglieri, Chiara (26039080700); Consonni, Alessandra (57070064600); Baggi, Fulvio (6701392715)","7007022015; 26039080700; 57070064600; 6701392715","Animal models of myasthenia gravis: Utility and limitations","2016","International Journal of General Medicine","9","","","53","64","11","30","10.2147/IJGM.S88552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960328213&doi=10.2147%2fIJGM.S88552&partnerID=40&md5=20dfee0f27d508d1aaae094a63094a5c","Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Italy","Mantegazza R., Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Italy; Cordiglieri C., Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Italy; Consonni A., Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Italy; Baggi F., Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Italy","R. Mantegazza; Neurology IV Unit, Neuroimmunology and Neuromuscular Disorders, Foundation IRCCS Neurological Institute ‘Carlo Besta’, Milan, Via Celoria 11, 20133, Italy; email: rmantegazza@istituto-besta.it","","Dove Medical Press Ltd.","11787074","","","","English","Int. J. Gen. Med.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84960328213"
"Zhu Y.; Wang B.; Hao Y.; Zhu R.","Zhu, Ying (57463090900); Wang, Benqiao (57983057400); Hao, Yuehan (57059722400); Zhu, Ruixia (36141390600)","57463090900; 57983057400; 57059722400; 36141390600","Clinical features of myasthenia gravis with neurological and systemic autoimmune diseases","2023","Frontiers in Immunology","14","","1223322","","","","11","10.3389/fimmu.2023.1223322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173035140&doi=10.3389%2ffimmu.2023.1223322&partnerID=40&md5=d9bb100183620a5d0e0680fc42f82724","Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China","Zhu Y., Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China; Wang B., Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China; Hao Y., Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China; Zhu R., Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China","R. Zhu; Department of Neurology, The First Affiliated Hospital of China Medical University, Shenyang, China; email: zrx_200626313@163.com","","Frontiers Media SA","16643224","","","37781409","English","Front. Immunol.","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85173035140"
"Musteata M.; Borcea D.-G.; Despa A.; Ștefănescu R.; Ivănescu L.; Hrițcu L.D.; Baisan R.A.; Lăcătuș R.; Solcan G.","Musteata, Mihai (56554293700); Borcea, Denis-Gabriel (57204690645); Despa, Andreea (57776253700); Ștefănescu, Raluca (57204687384); Ivănescu, Larisa (56581874600); Hrițcu, Luminița Diana (57210897811); Baisan, Radu Andrei (57189062383); Lăcătuș, Radu (55899531000); Solcan, Gheorghe (36497639600)","56554293700; 57204690645; 57776253700; 57204687384; 56581874600; 57210897811; 57189062383; 55899531000; 36497639600","Seronegative Myasthenia Gravis with Concomitant SARS-CoV-2 Infection in a Dog","2022","Veterinary Sciences","9","7","318","","","","1","10.3390/vetsci9070318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133279112&doi=10.3390%2fvetsci9070318&partnerID=40&md5=111e2c0cf3bdea1e0728439d249f8ab3","Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Parasitology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Internal Medicine Clinic, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Radiology Unit, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Faculty of Veterinary Medicine, University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca, Cluj-Napoca, 400372, Romania","Musteata M., Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Borcea D.-G., Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Despa A., Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Ștefănescu R., Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Ivănescu L., Parasitology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Hrițcu L.D., Internal Medicine Clinic, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Baisan R.A., Radiology Unit, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; Lăcătuș R., Faculty of Veterinary Medicine, University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca, Cluj-Napoca, 400372, Romania; Solcan G., Internal Medicine Clinic, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania","M. Musteata; Neurology Service, Faculty of Veterinary Medicine, Ion Ionescu de la Brad Iași University of Life Sciences, Iași, 700489, Romania; email: mihai.musteata@uaiasi.ro","","MDPI","23067381","","","","English","Vet. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85133279112"
"Della Marina A.; Trippe H.; Lutz S.; Schara U.","Della Marina, Adela (53986074800); Trippe, Heike (55747260800); Lutz, Soeren (15728052000); Schara, Ulrike (6602070882)","53986074800; 55747260800; 15728052000; 6602070882","Juvenile myasthenia gravis: Recommendations for diagnostic approaches and treatment","2014","Neuropediatrics","45","2","","75","83","8","48","10.1055/s-0033-1364181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897113944&doi=10.1055%2fs-0033-1364181&partnerID=40&md5=838e35500d1b2365de47e849dcdad344","Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany","Della Marina A., Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany; Trippe H., Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany; Lutz S., Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany; Schara U., Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany","A. Della Marina; Department of Neuropediatrics, Developmental Neurology and Social Pediatrics, University of Essen, 45122 Essen, Hufelandstrasse 55, Germany; email: adela.dellamarina@uk-essen.de","","Hippokrates Verlag GmbH","0174304X","","NRPDD","24470240","English","Neuropediatrics","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897113944"
"Zhou J.; Li C.; Lu M.; Jiang G.; Chen S.; Li H.; Lu K.","Zhou, Jiao (57189026754); Li, Chunxia (57218551314); Lu, Meng (57226148608); Jiang, Gaoyue (57193746990); Chen, Shanze (56942706200); Li, Huihui (57211807487); Lu, Kefeng (24390900300)","57189026754; 57218551314; 57226148608; 57193746990; 56942706200; 57211807487; 24390900300","Pharmacological induction of autophagy reduces inflammation in macrophages by degrading immunoproteasome subunits","2024","PLoS Biology","22","3","e3002537","","","","6","10.1371/journal.pbio.3002537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186702581&doi=10.1371%2fjournal.pbio.3002537&partnerID=40&md5=c6cfe0f89259cb07d1bfe5ec01b72887","Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China; National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Collaborative Innovation Center of Biotherapy, Chengdu, China; Department of Respiratory and Critical Care Medicine, First Affiliated Hospital of Southern University of Science and Technology, Second Clinical Medical College of Jinan University, Shenzhen People’s Hospital, Shenzhen Institute of Respiratory Diseases, Shenzhen, China; West China Second University Hospital, Sichuan University, Chengdu, China","Zhou J., Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Collaborative Innovation Center of Biotherapy, Chengdu, China; Li C., Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China; Lu M., Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China; Jiang G., Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China; Chen S., Department of Respiratory and Critical Care Medicine, First Affiliated Hospital of Southern University of Science and Technology, Second Clinical Medical College of Jinan University, Shenzhen People’s Hospital, Shenzhen Institute of Respiratory Diseases, Shenzhen, China; Li H., West China Second University Hospital, Sichuan University, Chengdu, China; Lu K., Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China","K. Lu; Department of Neurosurgery, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, the Research Units of West China, Chinese Academy of Medical Sciences, Chengdu, China; email: lukf@scu.edu.cn","","Public Library of Science","15449173","","PBLIB","38447109","English","PloS Biol.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85186702581"
"Dong J.; Duan R.-S.; Zhang P.","Dong, Jing (58686441500); Duan, Rui-sheng (7101980574); Zhang, Peng (56683438500)","58686441500; 7101980574; 56683438500","Causal relationship between the immune phenotype of monocytes and myasthenia gravis: A Mendelian randomization study","2024","Heliyon","10","5","e26741","","","","1","10.1016/j.heliyon.2024.e26741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186364505&doi=10.1016%2fj.heliyon.2024.e26741&partnerID=40&md5=896a83fe31e255e933730c14573cfcf0","Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Shandong Province, Jinan, China; Shandong Institute of Neuroimmunology, Shandong Province, Jinan, China; Shandong Provincial Medicine and Health Key Laboratory of Neuroimmunology, Shandong Province, China; Shandong Key Laboratory of Rheumatic Disease and Translational Medicine, Shandong Province, Jinan, China","Dong J., Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Shandong Province, Jinan, China; Duan R.-S., Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Shandong Province, Jinan, China, Shandong Institute of Neuroimmunology, Shandong Province, Jinan, China, Shandong Provincial Medicine and Health Key Laboratory of Neuroimmunology, Shandong Province, China, Shandong Key Laboratory of Rheumatic Disease and Translational Medicine, Shandong Province, Jinan, China; Zhang P., Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Shandong Province, Jinan, China, Shandong Institute of Neuroimmunology, Shandong Province, Jinan, China, Shandong Provincial Medicine and Health Key Laboratory of Neuroimmunology, Shandong Province, China, Shandong Key Laboratory of Rheumatic Disease and Translational Medicine, Shandong Province, Jinan, China","P. Zhang; Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Jinan City, No.16766, Jingshi Road, Shandong Province, 250000, China; email: peng03080308@126.com; R.-S. Duan; Department of Neurology, The First Affiliated Hospital of Shandong First Medical University & Shandong Provincial Qianfoshan Hospital, Jinan City, No.16766, Jingshi Road, Shandong Province, 250000, China; email: ruisheng_duan@163.com","","Elsevier Ltd","24058440","","","","English","Heliyon","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85186364505"
"Kerage D.; Sloan E.K.; Mattarollo S.R.; McCombe P.A.","Kerage, Daniel (55983259200); Sloan, Erica K. (7103008134); Mattarollo, Stephen R. (14071524600); McCombe, Pamela A. (7006403442)","55983259200; 7103008134; 14071524600; 7006403442","Interaction of neurotransmitters and neurochemicals with lymphocytes","2019","Journal of Neuroimmunology","332","","","99","111","12","52","10.1016/j.jneuroim.2019.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064200648&doi=10.1016%2fj.jneuroim.2019.04.006&partnerID=40&md5=defa645184c8a50a9a332886ecf90ad6","The University of Queensland Diamantina Institute, Brisbane, Australia; Transplant Research Program, Boston Children's Hospital, Boston, MA, United States; Drug Discovery Biology Theme, Monash Institute of Pharmaceutical Sciences, Monash University, Parkville, 3052, VIC, Australia; Division of Surgery, Peter MacCallum Cancer Centre, Melbourne, 3000, VIC, Australia; Cousins Center for Neuroimmunology, Semel Institute for Neuroscience and Human Behavior, University of California Los Angeles, United States; The University of Queensland Centre for Clinical Research, Royal Brisbane and Women's Hospital, Brisbane, Australia; Royal Brisbane and Women's Hospital, Brisbane, Herston, Australia","Kerage D., The University of Queensland Diamantina Institute, Brisbane, Australia, Transplant Research Program, Boston Children's Hospital, Boston, MA, United States; Sloan E.K., Drug Discovery Biology Theme, Monash Institute of Pharmaceutical Sciences, Monash University, Parkville, 3052, VIC, Australia, Division of Surgery, Peter MacCallum Cancer Centre, Melbourne, 3000, VIC, Australia, Cousins Center for Neuroimmunology, Semel Institute for Neuroscience and Human Behavior, University of California Los Angeles, United States; Mattarollo S.R., The University of Queensland Diamantina Institute, Brisbane, Australia; McCombe P.A., The University of Queensland Centre for Clinical Research, Royal Brisbane and Women's Hospital, Brisbane, Australia, Royal Brisbane and Women's Hospital, Brisbane, Herston, Australia","P.A. McCombe; The University of Queensland Centre for Clinical Research, Royal Brisbane and Women's Hospital, Brisbane, Australia; email: pamela.mccombe@uq.edu.au","","Elsevier B.V.","01655728","","JNRID","30999218","English","J. Neuroimmunol.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85064200648"
"Chang C.-C.; Liu T.-C.; Lu C.-J.; Chiu H.-C.; Lin W.-N.","Chang, Che-Cheng (57221616320); Liu, Tzu-Chi (57410420800); Lu, Chi-Jie (57242408100); Chiu, Hou-Chang (7401986333); Lin, Wei-Ning (7406519988)","57221616320; 57410420800; 57242408100; 7401986333; 7406519988","Machine learning strategy for identifying altered gut microbiomes for diagnostic screening in myasthenia gravis","2023","Frontiers in Microbiology","14","","1227300","","","","4","10.3389/fmicb.2023.1227300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173641502&doi=10.3389%2ffmicb.2023.1227300&partnerID=40&md5=447b7a40d6cebc0b2e8eb26de862a68a","PhD Program in Nutrition and Food Science, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Neurology, Fu Jen Catholic University Hospital, Fu Jen Catholic University, New Taipei City, Taiwan; Graduate Institute of Biomedical and Pharmaceutical Science, Fu Jen Catholic University, New Taipei City, Taiwan; Graduate Institute of Business Administration, Fu Jen Catholic University, New Taipei City, Taiwan; Artificial Intelligence Development Center, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Information Management, Fu Jen Catholic University, New Taipei City, Taiwan; School of Medicine, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Neurology, Taipei Medical University, Shuang-Ho Hospital, New Taipei City, Taiwan","Chang C.-C., PhD Program in Nutrition and Food Science, Fu Jen Catholic University, New Taipei City, Taiwan, Department of Neurology, Fu Jen Catholic University Hospital, Fu Jen Catholic University, New Taipei City, Taiwan, Graduate Institute of Biomedical and Pharmaceutical Science, Fu Jen Catholic University, New Taipei City, Taiwan; Liu T.-C., Graduate Institute of Business Administration, Fu Jen Catholic University, New Taipei City, Taiwan; Lu C.-J., Graduate Institute of Business Administration, Fu Jen Catholic University, New Taipei City, Taiwan, Artificial Intelligence Development Center, Fu Jen Catholic University, New Taipei City, Taiwan, Department of Information Management, Fu Jen Catholic University, New Taipei City, Taiwan; Chiu H.-C., School of Medicine, Fu Jen Catholic University, New Taipei City, Taiwan, Department of Neurology, Taipei Medical University, Shuang-Ho Hospital, New Taipei City, Taiwan; Lin W.-N., Graduate Institute of Biomedical and Pharmaceutical Science, Fu Jen Catholic University, New Taipei City, Taiwan","W.-N. Lin; Graduate Institute of Biomedical and Pharmaceutical Science, Fu Jen Catholic University, New Taipei City, Taiwan; email: 081551@mail.fju.edu.tw","","Frontiers Media SA","1664302X","","","","English","Front. Microbiol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85173641502"
"Koneczny I.; Herbst R.","Koneczny, Inga (35728644000); Herbst, Ruth (7102823048)","35728644000; 7102823048","Myasthenia gravis: Pathogenic effects of autoantibodies on neuromuscular architecture","2019","Cells","8","7","671","","","","108","10.3390/cells8070671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128287091&doi=10.3390%2fcells8070671&partnerID=40&md5=bc37a2e36564777b5aa92b5bbcc2f301","Institute of Neurology, Medical University of Vienna, 1090, Vienna, Austria; Center for Pathophysiology, Infectiology and Immunology, Medical University of Vienna, Vienna, 1090, Austria","Koneczny I., Institute of Neurology, Medical University of Vienna, 1090, Vienna, Austria; Herbst R., Center for Pathophysiology, Infectiology and Immunology, Medical University of Vienna, Vienna, 1090, Austria","I. Koneczny; Institute of Neurology, Medical University of Vienna, 1090, Austria; email: inga.koneczny@meduniwien.ac.at","","MDPI","20734409","","","","English","Cells","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85128287091"
